<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.05.23	1.12371	1.12680	1.11747	1.11825	133294	128299905000	0
2017.05.24	1.11821	1.12198	1.11681	1.12184	122089	114933781000	0
2017.05.25	1.12181	1.12502	1.11932	1.12101	105897	104336743000	0
2017.05.26	1.12100	1.12342	1.11602	1.11733	106175	98878338000	0
2017.05.29	1.11660	1.11896	1.11615	1.11627	63380	60651428000	0
2017.05.30	1.11622	1.12051	1.11092	1.11855	113162	107107445000	0
2017.05.31	1.11853	1.12520	1.11643	1.12430	117413	110372985000	0
2017.06.01	1.12429	1.12564	1.12018	1.12121	101176	95704177000	0
2017.06.02	1.12123	1.12848	1.12047	1.12784	102096	91570872000	0
2017.06.05	1.12699	1.12835	1.12339	1.12536	70597	0	7
2017.06.06	1.12546	1.12837	1.12401	1.12764	83702	0	7
2017.06.07	1.12749	1.12824	1.12037	1.12563	91241	0	7
2017.06.08	1.12557	1.12691	1.11948	1.12122	96459	0	7
2017.06.09	1.12153	1.12365	1.11661	1.11935	104926	0	7
2017.06.12	1.12045	1.12318	1.11916	1.12039	75047	0	7
2017.06.13	1.12015	1.12247	1.11850	1.12100	70564	0	7
2017.06.14	1.12100	1.12954	1.11927	1.12173	113762	0	7
2017.06.15	1.12157	1.12283	1.11318	1.11449	103220	0	7
2017.06.16	1.11435	1.12014	1.11382	1.11961	80713	0	7
2017.06.19	1.12037	1.12125	1.11428	1.11476	73454	0	7
2017.06.20	1.11476	1.11647	1.11186	1.11337	85437	0	7
2017.06.21	1.11319	1.11687	1.11270	1.11682	78520	0	7
2017.06.22	1.11682	1.11777	1.11390	1.11509	75887	0	7
2017.06.23	1.11512	1.12087	1.11449	1.11928	66542	0	7
2017.06.26	1.11969	1.12195	1.11714	1.11810	77077	0	7
2017.06.27	1.11785	1.13490	1.11785	1.13379	100855	0	7
2017.06.28	1.13366	1.13901	1.12912	1.13762	124772	0	7
2017.06.29	1.13784	1.14451	1.13741	1.14396	104949	0	7
2017.06.30	1.14396	1.14449	1.13919	1.14254	102491	0	7
2017.07.03	1.14175	1.14264	1.13548	1.13641	77342	0	7
2017.07.04	1.13612	1.13766	1.13357	1.13438	73694	0	7
2017.07.05	1.13401	1.13682	1.13121	1.13495	87936	0	7
2017.07.06	1.13505	1.14243	1.13269	1.14216	92188	0	7
2017.07.07	1.14207	1.14395	1.13794	1.13954	95190	0	7
2017.07.10	1.13965	1.14177	1.13814	1.13985	68890	0	7
2017.07.11	1.13966	1.14793	1.13825	1.14659	85981	0	7
2017.07.12	1.14641	1.14891	1.13914	1.14127	110284	0	7
2017.07.13	1.14124	1.14556	1.13700	1.13966	101933	0	7
2017.07.14	1.13958	1.14718	1.13912	1.14666	95464	0	7
2017.07.17	1.14688	1.14866	1.14345	1.14777	85279	0	7
2017.07.18	1.14790	1.15830	1.14711	1.15538	123356	0	7
2017.07.19	1.15539	1.15559	1.15097	1.15152	87143	0	7
2017.07.20	1.15135	1.16579	1.14790	1.16303	129413	0	7
2017.07.21	1.16296	1.16825	1.16188	1.16623	100851	0	7
2017.07.24	1.16589	1.16840	1.16256	1.16417	93411	0	7
2017.07.25	1.16421	1.17122	1.16304	1.16464	105844	0	7
2017.07.26	1.16476	1.17394	1.16123	1.17262	115067	0	7
2017.07.27	1.17262	1.17765	1.16497	1.16757	126281	0	7
2017.07.28	1.16757	1.17638	1.16709	1.17494	115408	0	7
2017.07.31	1.17518	1.18446	1.17229	1.18397	106146	0	7
2017.08.01	1.18397	1.18415	1.17849	1.18021	107716	0	7
2017.08.02	1.18006	1.19100	1.17932	1.18545	105759	0	7
2017.08.03	1.18548	1.18926	1.18302	1.18706	102558	0	7
2017.08.04	1.18706	1.18889	1.17278	1.17719	101270	0	7
2017.08.07	1.17729	1.18139	1.17679	1.17949	77256	0	7
2017.08.08	1.17942	1.18235	1.17149	1.17527	90325	0	7
2017.08.09	1.17502	1.17635	1.16885	1.17578	108589	0	7
2017.08.10	1.17558	1.17850	1.17039	1.17725	105884	0	7
2017.08.11	1.17717	1.18468	1.17483	1.18189	99755	0	7
2017.08.14	1.18212	1.18380	1.17694	1.17811	83133	0	7
2017.08.15	1.17811	1.17923	1.16869	1.17341	99746	0	7
2017.08.16	1.17337	1.17783	1.16809	1.17667	107933	0	7
2017.08.17	1.17673	1.17897	1.16619	1.17228	118611	0	7
2017.08.18	1.17222	1.17741	1.17080	1.17578	106589	0	7
2017.08.21	1.17590	1.18277	1.17307	1.18151	75165	0	7
2017.08.22	1.18140	1.18239	1.17448	1.17611	80786	0	7
2017.08.23	1.17611	1.18230	1.17398	1.18086	83246	0	7
2017.08.24	1.18086	1.18175	1.17838	1.17993	80722	0	7
2017.08.25	1.17987	1.19411	1.17728	1.19209	102284	0	7
2017.08.28	1.19423	1.19834	1.19166	1.19775	78629	0	7
2017.08.29	1.19775	1.20699	1.19461	1.19786	132534	0	7
2017.08.30	1.19710	1.19839	1.18813	1.18819	107032	0	7
2017.08.31	1.18825	1.19123	1.18228	1.19039	106358	0	7
2017.09.01	1.19039	1.19795	1.18499	1.18627	110698	0	7
2017.09.04	1.18807	1.19217	1.18735	1.18934	83495	0	7
2017.09.05	1.18934	1.19404	1.18679	1.19165	111039	0	7
2017.09.06	1.19081	1.19500	1.19025	1.19187	110713	0	7
2017.09.07	1.19158	1.20593	1.19136	1.20233	127459	0	7
2017.09.08	1.20208	1.20921	1.20145	1.20337	132416	0	7
2017.09.11	1.20161	1.20292	1.19489	1.19524	94949	0	7
2017.09.12	1.19522	1.19781	1.19262	1.19662	98874	1054193000	0
2017.09.13	1.19661	1.19949	1.18729	1.18848	91691	0	0
2017.09.14	1.18848	1.19223	1.18379	1.19187	104436	0	0
2017.09.15	1.19187	1.19867	1.19009	1.19447	106378	0	0
2017.09.18	1.19233	1.19693	1.19150	1.19521	81949	0	0
2017.09.19	1.19521	1.20065	1.19481	1.19935	98023	0	0
2017.09.20	1.19936	1.20330	1.18611	1.18926	111009	0	0
2017.09.21	1.18926	1.19535	1.18656	1.19407	105748	0	0
2017.09.22	1.19399	1.20045	1.19366	1.19465	96464	0	0
2017.09.25	1.18987	1.19366	1.18321	1.18472	99349	0	0
2017.09.26	1.18472	1.18615	1.17573	1.17925	109990	0	0
2017.09.27	1.17925	1.17952	1.17171	1.17444	109641	0	0
2017.09.28	1.17444	1.18040	1.17210	1.17858	96028	0	0
2017.09.29	1.17854	1.18324	1.17725	1.18131	86784	0	0
2017.10.02	1.17945	1.18151	1.17302	1.17326	82363	0	0
2017.10.03	1.17326	1.17735	1.16960	1.17434	79408	0	0
2017.10.04	1.17434	1.17876	1.17349	1.17589	76900	0	0
2017.10.05	1.17589	1.17788	1.16991	1.17106	74302	0	0
2017.10.06	1.17106	1.17387	1.16692	1.17290	86157	0	0
2017.10.09	1.17305	1.17561	1.17195	1.17402	42403	0	0
2017.10.10	1.17402	1.18253	1.17390	1.18077	75653	0	0
2017.10.11	1.18077	1.18690	1.17951	1.18581	77005	0	0
2017.10.12	1.18581	1.18797	1.18270	1.18294	71471	0	0
2017.10.13	1.18294	1.18749	1.18052	1.18195	78314	0	0
2017.10.16	1.18120	1.18194	1.17805	1.17952	62985	0	0
2017.10.17	1.17958	1.18000	1.17361	1.17659	66340	0	0
2017.10.18	1.17660	1.18053	1.17300	1.17872	69408	0	0
2017.10.19	1.17872	1.18578	1.17681	1.18508	84852	0	0
2017.10.20	1.18508	1.18579	1.17623	1.17811	87654	0	0
2017.10.23	1.17664	1.17774	1.17247	1.17487	62236	0	0
2017.10.24	1.17487	1.17929	1.17428	1.17606	67471	0	0
2017.10.25	1.17605	1.18176	1.17531	1.18126	88120	0	0
2017.10.26	1.18126	1.18367	1.16403	1.16503	89540	0	0
